Period total fertility rates by birth order and period total fertility rates by birth order by age 40
Last modified: 2026-03-23
Code    Year       TFR      TFR1      TFR2      TFR3      TFR4     TFR5p     TFR40   TFR40_1   TFR40_2   TFR40_3   TFR40_4  TFR40_5p
PRT     1985     1.755     0.792     0.555     0.209     0.088     0.111     1.706     0.786     0.549     0.202     0.081     0.087
PRT     1986     1.697     0.782     0.536     0.196     0.083     0.100     1.652     0.776     0.531     0.189     0.078     0.079
PRT     1987     1.648     0.769     0.526     0.185     0.077     0.090     1.607     0.764     0.520     0.179     0.072     0.072
PRT     1988     1.632     0.795     0.517     0.171     0.071     0.078     1.594     0.790     0.512     0.165     0.066     0.062
PRT     1989     1.584     0.791     0.497     0.162     0.064     0.070     1.551     0.787     0.492     0.156     0.059     0.057
PRT     1990     1.557     0.785     0.498     0.156     0.059     0.060     1.526     0.781     0.492     0.150     0.054     0.050
PRT     1991     1.560     0.793     0.503     0.153     0.055     0.055     1.529     0.788     0.497     0.147     0.051     0.046
PRT     1992     1.539     0.787     0.500     0.148     0.052     0.051     1.510     0.783     0.495     0.142     0.049     0.042
PRT     1993     1.518     0.789     0.491     0.142     0.051     0.045     1.489     0.785     0.485     0.136     0.046     0.037
PRT     1994     1.446     0.753     0.465     0.137     0.049     0.041     1.419     0.749     0.460     0.131     0.045     0.034
PRT     1995     1.410     0.735     0.460     0.133     0.043     0.040     1.382     0.730     0.454     0.126     0.039     0.033
PRT     1996     1.444     0.753     0.480     0.133     0.044     0.035     1.417     0.748     0.474     0.126     0.040     0.029
PRT     1997     1.473     0.767     0.494     0.136     0.043     0.033     1.444     0.762     0.487     0.129     0.039     0.027
PRT     1998     1.474     0.765     0.503     0.136     0.041     0.030     1.446     0.760     0.496     0.129     0.037     0.024
PRT     1999     1.502     0.811     0.498     0.131     0.038     0.025     1.471     0.805     0.489     0.123     0.033     0.020
PRT     2000     1.549     0.842     0.516     0.132     0.036     0.023     1.514     0.834     0.506     0.123     0.032     0.019
PRT     2001     1.450     0.773     0.495     0.127     0.034     0.021     1.415     0.764     0.484     0.119     0.030     0.017
PRT     2002     1.465     0.799     0.486     0.125     0.034     0.021     1.429     0.791     0.474     0.116     0.030     0.017
PRT     2003     1.439     0.788     0.476     0.123     0.034     0.018     1.402     0.779     0.464     0.114     0.030     0.014
PRT     2004     1.404     0.762     0.466     0.123     0.034     0.018     1.365     0.752     0.454     0.113     0.031     0.015
PRT     2005     1.414     0.773     0.474     0.120     0.031     0.016     1.375     0.764     0.461     0.111     0.027     0.013
PRT     2006     1.373     0.754     0.461     0.114     0.030     0.014     1.333     0.745     0.448     0.104     0.025     0.011
PRT     2007     1.349     0.742     0.456     0.111     0.030     0.011     1.310     0.732     0.442     0.102     0.026     0.008
PRT     2008     1.393     0.764     0.471     0.116     0.029     0.013     1.351     0.754     0.456     0.106     0.025     0.010
PRT     2009     1.344     0.749     0.451     0.108     0.027     0.009     1.301     0.738     0.435     0.098     0.024     0.007
PRT     2010     1.390     0.764     0.472     0.114     0.028     0.012     1.343     0.751     0.454     0.103     0.024     0.010
PRT     2011     1.349     0.746     0.457     0.109     0.026     0.012     1.300     0.732     0.438     0.098     0.023     0.009
PRT     2012     1.284     0.727     0.418     0.104     0.025     0.010     1.237     0.713     0.400     0.093     0.022     0.009
PRT     2013     1.213     0.697     0.387     0.095     0.023     0.011     1.166     0.683     0.369     0.085     0.020     0.009
PRT     2014     1.236     0.693     0.411     0.098     0.023     0.011     1.184     0.677     0.391     0.087     0.020     0.009
PRT     2015     1.313     0.718     0.456     0.104     0.025     0.010     1.256     0.700     0.433     0.093     0.022     0.008
PRT     2016     1.367     0.740     0.477     0.111     0.027     0.012     1.300     0.719     0.450     0.099     0.023     0.010
PRT     2017     1.385     0.745     0.480     0.120     0.029     0.011     1.314     0.723     0.451     0.107     0.024     0.009
PRT     2018     1.424     0.753     0.501     0.127     0.030     0.013     1.347     0.729     0.468     0.113     0.026     0.010
PRT     2019     1.438     0.762     0.498     0.132     0.032     0.014     1.354     0.734     0.463     0.117     0.028     0.011
PRT     2020     1.421     0.788     0.456     0.132     0.032     0.013     1.334     0.757     0.421     0.117     0.027     0.011
PRT     2021     1.352     0.731     0.447     0.127     0.032     0.014     1.263     0.700     0.413     0.111     0.027     0.012
PRT     2022     1.426     0.784     0.458     0.134     0.034     0.016     1.335     0.751     0.423     0.119     0.029     0.013
PRT     2023     1.448     0.789     0.459     0.144     0.038     0.018     1.354     0.757     0.424     0.126     0.033     0.015
PRT     2024     1.407     0.766     0.443     0.142     0.038     0.018     1.313     0.733     0.408     0.125     0.032     0.015
RUS     1959     2.583     1.042     0.720     0.351     0.190     0.280     2.467     1.036     0.711     0.339     0.175     0.206
RUS     1960     2.556     1.021     0.726     0.354     0.186     0.269     2.447     1.015     0.717     0.343     0.172     0.200
RUS     1961     2.458     1.036     0.689     0.325     0.168     0.240     2.363     1.030     0.680     0.315     0.157     0.181
RUS     1962     2.340     1.008     0.659     0.300     0.155     0.219     2.252     1.001     0.651     0.290     0.144     0.166
RUS     1963     2.283     1.004     0.648     0.285     0.142     0.203     2.201     0.998     0.640     0.276     0.133     0.155
RUS     1964     2.160     0.986     0.609     0.252     0.127     0.185     2.084     0.980     0.600     0.244     0.119     0.142
RUS     1965     2.087     0.955     0.593     0.240     0.121     0.177     2.017     0.950     0.585     0.232     0.113     0.137
RUS     1966     2.098     0.970     0.606     0.233     0.116     0.173     2.032     0.964     0.598     0.226     0.109     0.136
RUS     1967     2.006     0.941     0.593     0.211     0.104     0.157     1.947     0.935     0.585     0.204     0.097     0.125
RUS     1968     1.970     0.931     0.592     0.201     0.097     0.149     1.913     0.926     0.585     0.194     0.091     0.119
RUS     1969     1.984     0.947     0.620     0.194     0.089     0.135     1.933     0.941     0.613     0.187     0.084     0.108
RUS     1970     1.995     0.986     0.613     0.189     0.082     0.126     1.947     0.981     0.606     0.183     0.077     0.101
RUS     1971     2.024     1.001     0.637     0.190     0.081     0.116     1.979     0.996     0.631     0.183     0.076     0.093
RUS     1972     2.027     0.992     0.664     0.185     0.076     0.111     1.982     0.988     0.657     0.178     0.070     0.088
RUS     1973     1.962     0.959     0.652     0.178     0.070     0.103     1.919     0.955     0.646     0.172     0.065     0.082
RUS     1974     1.995     0.983     0.663     0.179     0.069     0.100     1.953     0.979     0.657     0.173     0.065     0.079
RUS     1975     1.971     0.976     0.661     0.171     0.069     0.094     1.931     0.972     0.655     0.166     0.064     0.074
RUS     1976     1.953     0.975     0.660     0.166     0.063     0.089     1.915     0.971     0.655     0.161     0.058     0.069
RUS     1977     1.918     0.959     0.658     0.162     0.058     0.081     1.884     0.956     0.652     0.157     0.054     0.064
RUS     1978     1.899     0.964     0.650     0.157     0.054     0.074     1.867     0.961     0.645     0.152     0.050     0.059
RUS     1979     1.865     0.964     0.633     0.149     0.051     0.068     1.836     0.961     0.628     0.145     0.048     0.055
RUS     1980     1.863     0.966     0.642     0.146     0.048     0.061     1.837     0.963     0.638     0.142     0.045     0.049
RUS     1981     1.882     0.945     0.674     0.155     0.049     0.059     1.857     0.942     0.670     0.151     0.046     0.048
RUS     1982     1.956     0.944     0.725     0.176     0.053     0.058     1.931     0.941     0.720     0.172     0.050     0.047
RUS     1983     2.088     0.956     0.812     0.204     0.058     0.058     2.063     0.954     0.808     0.199     0.055     0.048
RUS     1984     2.051     0.967     0.766     0.206     0.057     0.055     2.027     0.965     0.762     0.201     0.054     0.046
RUS     1985     2.051     0.965     0.757     0.214     0.060     0.055     2.028     0.963     0.752     0.209     0.057     0.047
RUS     1986     2.177     0.979     0.825     0.247     0.066     0.059     2.152     0.977     0.820     0.241     0.063     0.051
RUS     1987     2.229     1.003     0.843     0.257     0.068     0.058     2.202     1.000     0.837     0.250     0.065     0.050
RUS     1988     2.142     1.011     0.779     0.233     0.064     0.055     2.116     1.007     0.773     0.227     0.060     0.048
RUS     1989     2.018     1.007     0.703     0.202     0.056     0.050     1.995     1.003     0.697     0.197     0.054     0.044
RUS     1990     1.894     0.996     0.625     0.178     0.051     0.045     1.874     0.993     0.620     0.173     0.049     0.039
RUS     1991     1.733     0.953     0.540     0.154     0.046     0.040     1.715     0.950     0.536     0.150     0.044     0.035
RUS     1992     1.549     0.891     0.458     0.126     0.040     0.033     1.532     0.888     0.455     0.123     0.038     0.029
RUS     1993     1.370     0.820     0.395     0.101     0.030     0.024     1.358     0.818     0.393     0.098     0.029     0.021
RUS     1994     1.395     0.842     0.401     0.101     0.030     0.023     1.383     0.840     0.398     0.098     0.028     0.020
RUS     1995     1.338     0.803     0.387     0.098     0.029     0.021     1.327     0.801     0.385     0.095     0.027     0.019
RUS     1996     1.271     0.755     0.372     0.094     0.028     0.021     1.259     0.753     0.370     0.092     0.027     0.018
RUS     1997     1.219     0.710     0.366     0.094     0.028     0.021     1.208     0.708     0.364     0.092     0.027     0.018
RUS     1998     1.233     0.718     0.371     0.094     0.028     0.020     1.221     0.716     0.368     0.092     0.027     0.018
RUS     1999     1.158     0.678     0.345     0.089     0.027     0.019     1.146     0.676     0.342     0.087     0.025     0.017
RUS     2000     1.196     0.702     0.358     0.092     0.026     0.018     1.183     0.700     0.355     0.089     0.024     0.015
RUS     2001     1.224     0.721     0.369     0.090     0.027     0.018     1.211     0.718     0.366     0.087     0.025     0.015
RUS     2002     1.287     0.745     0.396     0.100     0.028     0.019     1.274     0.743     0.393     0.096     0.026     0.016
RUS     2003     1.334     0.767     0.415     0.105     0.029     0.019     1.319     0.765     0.411     0.101     0.026     0.016
RUS     2004     1.345     0.772     0.420     0.105     0.029     0.018     1.328     0.770     0.416     0.100     0.027     0.016
RUS     2005     1.294     0.743     0.406     0.100     0.028     0.017     1.278     0.741     0.401     0.096     0.026     0.014
RUS     2006     1.305     0.753     0.409     0.101     0.027     0.016     1.287     0.750     0.404     0.096     0.024     0.013
RUS     2007     1.416     0.761     0.475     0.125     0.034     0.020     1.394     0.759     0.469     0.119     0.031     0.017
RUS     2008     1.502     0.786     0.515     0.143     0.037     0.020     1.477     0.783     0.508     0.136     0.034     0.017
RUS     2009     1.541     0.801     0.535     0.147     0.038     0.021     1.513     0.797     0.526     0.139     0.034     0.018
RUS     2010     1.567     0.785     0.564     0.156     0.040     0.021     1.536     0.781     0.554     0.147     0.036     0.018
RUS     2011     1.583     0.781     0.574     0.165     0.041     0.022     1.551     0.777     0.563     0.155     0.037     0.019
RUS     2012     1.692     0.810     0.620     0.189     0.047     0.026     1.657     0.806     0.608     0.178     0.043     0.022
RUS     2013     1.709     0.812     0.625     0.198     0.049     0.025     1.671     0.807     0.612     0.187     0.044     0.021
RUS     2014     1.752     0.801     0.658     0.212     0.053     0.028     1.710     0.796     0.644     0.199     0.048     0.023
RUS     2015     1.776     0.786     0.688     0.219     0.055     0.028     1.733     0.780     0.674     0.205     0.050     0.024
RUS     2016     1.762     0.763     0.687     0.225     0.058     0.030     1.717     0.757     0.672     0.211     0.053     0.025
RUS     2017     1.621     0.704     0.605     0.223     0.059     0.030     1.576     0.698     0.590     0.209     0.054     0.026
RUS     2018     1.579     0.664     0.583     0.231     0.067     0.035     1.532     0.656     0.568     0.217     0.061     0.031
SVK     1950     3.578     1.038     0.924     0.597     0.368     0.651     3.389     1.032     0.912     0.580     0.348     0.518
SVK     1951     3.569     1.038     0.912     0.609     0.374     0.636     3.389     1.032     0.901     0.593     0.354     0.510
SVK     1952     3.549     1.013     0.903     0.619     0.386     0.629     3.378     1.006     0.893     0.603     0.365     0.510
SVK     1953     3.464     0.978     0.873     0.617     0.373     0.622     3.294     0.973     0.862     0.600     0.352     0.507
SVK     1954     3.410     0.940     0.882     0.615     0.375     0.598     3.252     0.934     0.871     0.599     0.356     0.492
SVK     1955     3.434     0.973     0.875     0.616     0.375     0.594     3.273     0.968     0.866     0.599     0.355     0.486
SVK     1956     3.426     0.998     0.871     0.597     0.371     0.589     3.290     0.994     0.863     0.584     0.354     0.494
SVK     1957     3.349     0.988     0.860     0.568     0.359     0.574     3.220     0.983     0.852     0.556     0.344     0.485
SVK     1958     3.203     0.943     0.857     0.548     0.328     0.528     3.095     0.939     0.851     0.538     0.317     0.450
SVK     1959     3.014     0.939     0.823     0.519     0.288     0.445     2.925     0.936     0.816     0.510     0.278     0.384
SVK     1960     3.019     0.948     0.828     0.523     0.285     0.434     2.930     0.945     0.823     0.515     0.272     0.375
SVK     1961     2.967     0.951     0.830     0.510     0.275     0.400     2.892     0.948     0.824     0.503     0.267     0.349
SVK     1962     2.837     0.917     0.807     0.478     0.257     0.378     2.765     0.914     0.803     0.471     0.248     0.329
SVK     1963     2.936     0.924     0.842     0.515     0.266     0.389     2.864     0.921     0.837     0.508     0.257     0.342
SVK     1964     2.911     0.907     0.840     0.520     0.265     0.381     2.840     0.904     0.835     0.512     0.256     0.334
SVK     1965     2.806     0.876     0.820     0.486     0.257     0.368     2.738     0.872     0.815     0.478     0.248     0.324
SVK     1966     2.684     0.862     0.795     0.454     0.236     0.337     2.623     0.859     0.791     0.447     0.228     0.298
SVK     1967     2.511     0.843     0.749     0.411     0.206     0.301     2.457     0.840     0.744     0.406     0.200     0.267
SVK     1968     2.421     0.837     0.721     0.392     0.193     0.279     2.371     0.834     0.718     0.387     0.186     0.247
SVK     1969     2.466     0.865     0.749     0.398     0.193     0.262     2.419     0.863     0.745     0.392     0.187     0.232
SVK     1970     2.428     0.855     0.764     0.389     0.183     0.236     2.383     0.853     0.761     0.384     0.177     0.208
SVK     1971     2.427     0.857     0.787     0.384     0.174     0.226     2.385     0.855     0.784     0.379     0.169     0.199
SVK     1972     2.482     0.867     0.812     0.412     0.176     0.215     2.442     0.865     0.809     0.408     0.171     0.189
SVK     1973     2.549     0.857     0.872     0.432     0.180     0.208     2.508     0.856     0.869     0.427     0.173     0.183
SVK     1974     2.592     0.910     0.870     0.440     0.177     0.195     2.554     0.909     0.867     0.435     0.171     0.171
SVK     1975     2.522     0.916     0.838     0.427     0.163     0.177     2.488     0.914     0.836     0.423     0.158     0.157
SVK     1976     2.522     0.924     0.852     0.426     0.158     0.162     2.490     0.922     0.850     0.422     0.153     0.144
SVK     1977     2.470     0.926     0.843     0.412     0.150     0.139     2.440     0.924     0.840     0.408     0.145     0.122
SVK     1978     2.459     0.946     0.834     0.406     0.146     0.127     2.431     0.944     0.831     0.402     0.141     0.114
SVK     1979     2.444     0.951     0.845     0.394     0.137     0.117     2.422     0.950     0.843     0.391     0.133     0.105
SVK     1980     2.316     0.920     0.800     0.363     0.129     0.105     2.294     0.918     0.798     0.359     0.125     0.094
SVK     1981     2.279     0.886     0.794     0.369     0.128     0.102     2.259     0.885     0.792     0.366     0.124     0.092
SVK     1982     2.270     0.908     0.786     0.360     0.123     0.092     2.251     0.906     0.785     0.356     0.120     0.084
SVK     1983     2.268     0.913     0.783     0.354     0.123     0.095     2.251     0.912     0.781     0.351     0.121     0.087
SVK     1984     2.253     0.917     0.783     0.345     0.117     0.090     2.236     0.915     0.782     0.342     0.114     0.082
SVK     1985     2.256     0.929     0.786     0.341     0.118     0.082     2.241     0.928     0.784     0.338     0.116     0.075
SVK     1986     2.203     0.907     0.776     0.336     0.109     0.074     2.189     0.906     0.774     0.334     0.106     0.069
SVK     1987     2.151     0.911     0.760     0.308     0.102     0.071     2.137     0.909     0.758     0.306     0.099     0.066
SVK     1988     2.153     0.905     0.767     0.311     0.102     0.068     2.140     0.904     0.765     0.309     0.100     0.063
SVK     1989     2.090     0.881     0.741     0.300     0.102     0.066     2.077     0.880     0.740     0.298     0.099     0.060
SVK     1990     2.096     0.883     0.742     0.300     0.102     0.068     2.081     0.882     0.740     0.297     0.099     0.063
SVK     1991     2.051     0.903     0.685     0.294     0.101     0.067     2.036     0.902     0.684     0.291     0.097     0.062
SVK     1992     1.931     0.826     0.655     0.275     0.102     0.073     1.915     0.825     0.653     0.271     0.099     0.067
SVK     1993     1.872     0.788     0.644     0.270     0.099     0.070     1.857     0.786     0.642     0.267     0.096     0.065
SVK     1994     1.673     0.698     0.573     0.242     0.090     0.071     1.658     0.696     0.571     0.239     0.087     0.065
SVK     1995     1.529     0.633     0.526     0.217     0.084     0.068     1.514     0.632     0.524     0.214     0.081     0.064
SVK     1996     1.478     0.604     0.498     0.209     0.090     0.077     1.465     0.603     0.496     0.206     0.087     0.072
SVK     1997     1.437     0.592     0.481     0.199     0.086     0.080     1.422     0.590     0.479     0.196     0.083     0.075
SVK     1998     1.384     0.579     0.464     0.186     0.075     0.080     1.369     0.577     0.462     0.183     0.072     0.075
SVK     1999     1.339     0.573     0.439     0.174     0.073     0.079     1.324     0.571     0.437     0.171     0.071     0.074
SVK     2000     1.302     0.573     0.419     0.163     0.068     0.078     1.286     0.571     0.417     0.159     0.066     0.073
SVK     2001     1.200     0.516     0.392     0.152     0.064     0.077     1.185     0.514     0.390     0.148     0.062     0.071
SVK     2002     1.188     0.526     0.382     0.149     0.060     0.072     1.173     0.524     0.380     0.145     0.057     0.067
SVK     2003     1.205     0.538     0.385     0.146     0.060     0.076     1.189     0.536     0.383     0.142     0.057     0.070
SVK     2004     1.249     0.575     0.388     0.150     0.059     0.077     1.230     0.572     0.385     0.145     0.056     0.071
SVK     2005     1.264     0.580     0.400     0.149     0.060     0.077     1.245     0.576     0.397     0.144     0.057     0.071
SVK     2006     1.253     0.583     0.395     0.145     0.058     0.073     1.234     0.579     0.393     0.140     0.055     0.067
SVK     2007     1.268     0.597     0.402     0.145     0.052     0.071     1.246     0.594     0.399     0.140     0.049     0.065
SVK     2008     1.341     0.653     0.415     0.148     0.055     0.070     1.317     0.648     0.411     0.143     0.052     0.064
SVK     2009     1.437     0.695     0.453     0.162     0.056     0.071     1.408     0.689     0.448     0.155     0.052     0.064
SVK     2010     1.428     0.705     0.440     0.159     0.054     0.069     1.398     0.698     0.435     0.152     0.050     0.063
SVK     2011     1.448     0.733     0.440     0.153     0.052     0.069     1.415     0.724     0.433     0.146     0.049     0.062
SVK     2012     1.465     0.737     0.458     0.152     0.052     0.065     1.431     0.729     0.450     0.145     0.049     0.058
SVK     2013     1.474     0.753     0.457     0.151     0.051     0.061     1.438     0.743     0.449     0.143     0.047     0.056
SVK     2014     1.503     0.774     0.462     0.153     0.050     0.064     1.465     0.763     0.453     0.144     0.046     0.059
SVN     1983     1.809     0.879     0.695     0.173     0.041     0.021     1.787     0.876     0.690     0.167     0.038     0.016
SVN     1984     1.742     0.861     0.662     0.162     0.036     0.021     1.721     0.858     0.658     0.157     0.032     0.016
SVN     1985     1.714     0.840     0.653     0.163     0.040     0.019     1.695     0.837     0.649     0.156     0.037     0.015
SVN     1986     1.666     0.796     0.654     0.162     0.037     0.018     1.649     0.793     0.650     0.157     0.034     0.014
SVN     1987     1.649     0.792     0.648     0.157     0.035     0.017     1.634     0.791     0.645     0.153     0.032     0.013
SVN     1988     1.630     0.789     0.633     0.155     0.037     0.016     1.615     0.787     0.630     0.151     0.034     0.013
SVN     1989     1.524     0.743     0.584     0.148     0.036     0.014     1.509     0.741     0.581     0.143     0.032     0.012
SVN     1990     1.462     0.711     0.568     0.140     0.028     0.014     1.448     0.708     0.564     0.137     0.026     0.013
SVN     1991     1.422     0.686     0.552     0.140     0.028     0.016     1.406     0.683     0.549     0.135     0.026     0.012
SVN     1992     1.332     0.669     0.498     0.125     0.026     0.014     1.318     0.667     0.495     0.121     0.023     0.012
SVN     1993     1.332     0.643     0.516     0.132     0.029     0.012     1.319     0.641     0.513     0.127     0.027     0.011
SVN     1994     1.320     0.628     0.518     0.133     0.027     0.013     1.308     0.626     0.515     0.130     0.025     0.012
SVN     1995     1.291     0.606     0.506     0.137     0.030     0.012     1.278     0.603     0.503     0.133     0.027     0.011
SVN     1996     1.283     0.607     0.501     0.136     0.027     0.012     1.269     0.605     0.497     0.133     0.024     0.010
SVN     1997     1.248     0.602     0.470     0.135     0.030     0.012     1.236     0.599     0.467     0.131     0.028     0.011
SVN     1998     1.233     0.602     0.461     0.133     0.027     0.010     1.217     0.599     0.456     0.128     0.025     0.008
SVN     1999     1.213     0.603     0.443     0.127     0.026     0.013     1.197     0.600     0.439     0.123     0.024     0.011
SVN     2000     1.258     0.634     0.453     0.128     0.031     0.012     1.242     0.631     0.450     0.123     0.028     0.011
SVN     2001     1.210     0.597     0.442     0.128     0.030     0.013     1.195     0.594     0.438     0.123     0.028     0.012
SVN     2002     1.211     0.622     0.423     0.126     0.029     0.012     1.194     0.617     0.420     0.120     0.026     0.011
SVN     2003     1.201     0.603     0.435     0.124     0.026     0.013     1.183     0.599     0.430     0.120     0.023     0.011
SVN     2004     1.246     0.623     0.445     0.136     0.027     0.014     1.224     0.619     0.439     0.131     0.024     0.011
SVN     2005     1.261     0.639     0.449     0.133     0.027     0.013     1.239     0.634     0.443     0.127     0.024     0.010
SVN     2006     1.315     0.656     0.469     0.142     0.033     0.015     1.291     0.651     0.462     0.136     0.029     0.013
SVN     2007     1.380     0.678     0.500     0.154     0.034     0.015     1.352     0.671     0.492     0.147     0.030     0.012
SVN     2008     1.525     0.764     0.548     0.162     0.036     0.016     1.495     0.757     0.538     0.153     0.033     0.013
SVN     2009     1.533     0.766     0.550     0.162     0.039     0.017     1.503     0.758     0.541     0.155     0.036     0.014
SVN     2010     1.575     0.790     0.568     0.158     0.041     0.018     1.542     0.781     0.558     0.151     0.038     0.015
SVN     2011     1.562     0.776     0.581     0.152     0.037     0.017     1.529     0.767     0.570     0.145     0.032     0.014
SVN     2012     1.581     0.780     0.597     0.156     0.033     0.015     1.541     0.769     0.583     0.147     0.029     0.012
SVN     2013     1.547     0.790     0.567     0.144     0.032     0.015     1.509     0.780     0.554     0.136     0.028     0.011
SVN     2014     1.579     0.783     0.590     0.155     0.033     0.019     1.540     0.772     0.578     0.145     0.029     0.015
SVN     2015     1.572     0.779     0.584     0.160     0.032     0.016     1.528     0.766     0.569     0.152     0.029     0.013
SVN     2016     1.584     0.779     0.592     0.161     0.036     0.015     1.536     0.766     0.575     0.152     0.031     0.012
SVN     2017     1.620     0.774     0.626     0.168     0.035     0.018     1.571     0.757     0.608     0.158     0.032     0.015
SVN     2018     1.604     0.761     0.615     0.172     0.041     0.015     1.556     0.747     0.598     0.162     0.036     0.013
SVN     2019     1.611     0.774     0.607     0.176     0.038     0.017     1.558     0.757     0.589     0.166     0.033     0.014
SWE     1970     1.920     0.806     0.682     0.287     0.092     0.054     1.887     0.802     0.675     0.279     0.086     0.045
SWE     1971     1.961     0.853     0.688     0.283     0.089     0.049     1.931     0.849     0.682     0.276     0.083     0.041
SWE     1972     1.913     0.842     0.676     0.271     0.081     0.043     1.886     0.839     0.671     0.264     0.076     0.035
SWE     1973     1.867     0.833     0.658     0.262     0.076     0.039     1.844     0.830     0.654     0.256     0.071     0.033
SWE     1974     1.876     0.838     0.678     0.254     0.071     0.034     1.853     0.834     0.673     0.249     0.067     0.029
SWE     1975     1.769     0.799     0.650     0.230     0.061     0.031     1.750     0.796     0.646     0.225     0.057     0.026
SWE     1976     1.682     0.751     0.635     0.214     0.056     0.027     1.663     0.747     0.631     0.210     0.052     0.022
SWE     1977     1.645     0.719     0.638     0.210     0.054     0.025     1.627     0.716     0.635     0.206     0.050     0.021
SWE     1978     1.600     0.681     0.625     0.216     0.055     0.024     1.581     0.678     0.621     0.211     0.052     0.020
SWE     1979     1.658     0.697     0.632     0.242     0.061     0.026     1.636     0.694     0.627     0.236     0.057     0.022
SWE     1980     1.680     0.715     0.626     0.248     0.064     0.027     1.659     0.712     0.622     0.243     0.060     0.022
SWE     1981     1.636     0.688     0.607     0.253     0.063     0.025     1.613     0.685     0.602     0.247     0.059     0.021
SWE     1982     1.627     0.678     0.604     0.256     0.064     0.025     1.603     0.675     0.599     0.250     0.059     0.021
SWE     1983     1.614     0.667     0.594     0.261     0.068     0.025     1.591     0.664     0.589     0.254     0.063     0.020
SWE     1984     1.658     0.673     0.607     0.275     0.075     0.028     1.631     0.670     0.602     0.268     0.069     0.023
SWE     1985     1.740     0.706     0.622     0.298     0.083     0.031     1.713     0.702     0.616     0.290     0.078     0.026
SWE     1986     1.800     0.747     0.632     0.303     0.086     0.032     1.772     0.743     0.626     0.295     0.080     0.027
SWE     1987     1.844     0.770     0.653     0.301     0.086     0.034     1.815     0.766     0.646     0.292     0.081     0.029
SWE     1988     1.967     0.818     0.697     0.321     0.093     0.037     1.936     0.814     0.690     0.313     0.087     0.032
SWE     1989     2.020     0.851     0.701     0.331     0.099     0.039     1.986     0.846     0.693     0.321     0.092     0.034
SWE     1990     2.140     0.897     0.739     0.348     0.110     0.046     2.103     0.892     0.731     0.337     0.103     0.040
SWE     1991     2.113     0.867     0.738     0.351     0.109     0.048     2.075     0.861     0.730     0.340     0.102     0.042
SWE     1992     2.077     0.825     0.751     0.342     0.112     0.048     2.037     0.818     0.741     0.332     0.105     0.041
SWE     1993     1.982     0.785     0.721     0.323     0.103     0.050     1.943     0.779     0.712     0.313     0.096     0.044
SWE     1994     1.883     0.745     0.700     0.298     0.094     0.047     1.844     0.738     0.690     0.288     0.087     0.040
SWE     1995     1.731     0.697     0.642     0.271     0.081     0.040     1.694     0.690     0.632     0.261     0.076     0.035
SWE     1996     1.600     0.665     0.593     0.235     0.070     0.038     1.564     0.659     0.582     0.226     0.064     0.032
SWE     1997     1.528     0.642     0.568     0.217     0.066     0.034     1.491     0.635     0.558     0.208     0.061     0.029
SWE     1998     1.517     0.637     0.559     0.220     0.065     0.036     1.479     0.629     0.549     0.211     0.060     0.030
SWE     1999     1.512     0.650     0.546     0.217     0.064     0.035     1.473     0.642     0.535     0.208     0.059     0.029
SWE     2000     1.559     0.697     0.540     0.220     0.065     0.037     1.518     0.689     0.529     0.210     0.060     0.031
SWE     2001     1.580     0.716     0.552     0.214     0.063     0.035     1.537     0.706     0.540     0.205     0.058     0.028
SWE     2002     1.665     0.770     0.583     0.216     0.062     0.034     1.619     0.759     0.570     0.205     0.056     0.028
SWE     2003     1.731     0.791     0.612     0.227     0.066     0.034     1.681     0.781     0.598     0.215     0.060     0.028
SWE     2004     1.771     0.807     0.636     0.230     0.064     0.035     1.717     0.795     0.620     0.217     0.057     0.028
SWE     2005     1.787     0.808     0.653     0.228     0.065     0.033     1.733     0.796     0.638     0.215     0.058     0.027
SWE     2006     1.869     0.850     0.679     0.240     0.066     0.035     1.811     0.837     0.662     0.226     0.058     0.028
SWE     2007     1.892     0.863     0.680     0.248     0.066     0.035     1.828     0.849     0.660     0.233     0.059     0.028
SWE     2008     1.917     0.879     0.685     0.249     0.067     0.037     1.853     0.865     0.665     0.235     0.059     0.029
SWE     2009     1.937     0.883     0.705     0.247     0.066     0.037     1.868     0.867     0.683     0.231     0.057     0.030
SWE     2010     1.987     0.888     0.732     0.259     0.068     0.039     1.914     0.871     0.709     0.243     0.060     0.031
SWE     2011     1.900     0.836     0.710     0.248     0.068     0.038     1.827     0.819     0.687     0.231     0.060     0.030
SWE     2012     1.905     0.836     0.712     0.250     0.068     0.039     1.831     0.818     0.689     0.232     0.060     0.031
SWE     2013     1.888     0.814     0.709     0.258     0.068     0.039     1.814     0.796     0.686     0.241     0.059     0.032
SWE     2014     1.880     0.793     0.708     0.263     0.073     0.043     1.803     0.775     0.682     0.246     0.064     0.035
SWE     2015     1.848     0.782     0.690     0.259     0.073     0.045     1.773     0.763     0.665     0.242     0.065     0.037
SWE     2016     1.853     0.783     0.680     0.266     0.077     0.048     1.772     0.764     0.654     0.247     0.069     0.039
SWE     2017     1.784     0.750     0.649     0.259     0.077     0.048     1.702     0.731     0.624     0.240     0.068     0.039
SWE     2018     1.756     0.745     0.641     0.251     0.073     0.045     1.678     0.727     0.616     0.233     0.065     0.038
SWE     2019     1.710     0.725     0.628     0.239     0.072     0.046     1.626     0.704     0.602     0.220     0.063     0.037
